district,mandal,season,crop,records,total_normal_area,total_actual_area,average_normal_area,average_actual_area,cultivation_share
Kumuram Bheem,Rebbena,Rabi,Total Cropped area,2,2154.0,3082.2,1077.0,1541.1,0.5353458158196408
Kumuram Bheem,Rebbena,Rabi,Paddy,2,465.0,1055.6,232.5,527.8,0.1833466495293014
Kumuram Bheem,Rebbena,Rabi,Jowar,2,311.0,399.4,155.5,199.7,0.06937159134331469
Kumuram Bheem,Rebbena,Rabi,Bengal Gram,2,260.0,338.8,130.0,169.4,0.058846006878104706
Kumuram Bheem,Rebbena,Rabi,Tomoto,2,72.0,162.0,36.0,81.0,0.028137701045610867
Kumuram Bheem,Rebbena,Rabi,Green beans,2,24.0,148.0,12.0,74.0,0.02570604786882968
Kumuram Bheem,Rebbena,Rabi,Brinjal,2,30.0,138.0,15.0,69.0,0.023969152742557405
Kumuram Bheem,Rebbena,Rabi,Green Leafy,2,4.0,136.0,2.0,68.0,0.023621773717302952
Kumuram Bheem,Rebbena,Rabi,Green Chillies,2,0.0,64.0,0.0,32.0,0.011116128808142564
Kumuram Bheem,Rebbena,Rabi,S.Gourd,2,10.0,62.0,5.0,31.0,0.01076874978288811
Kumuram Bheem,Rebbena,Rabi,Onion,2,22.0,53.0,11.0,26.5,0.009205544169243062
Kumuram Bheem,Rebbena,Rabi,Maize,2,48.0,45.4,24.0,22.7,0.007885503873276132
Kumuram Bheem,Rebbena,Rabi,Bendi,2,28.0,40.0,14.0,20.0,0.006947580505089103
Kumuram Bheem,Rebbena,Rabi,Turmeric,2,0.0,33.0,0.0,16.5,0.0057317539166985105
Kumuram Bheem,Rebbena,Rabi,Anumulu,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Apple Bear,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Ash Gourd,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Banana,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Bitter Guard,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Black Gram,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Bottle Gourd,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Cabbage,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Carrot,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Cauli Flower,2,6.0,0.0,3.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Cow Gram,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Drum Stick,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Green Gram,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Horse Gram,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Jasmin Flowers,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Parwal(Cucumber),2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Rape & Mustard,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Red Gram,2,57.0,0.0,28.5,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Ridge Gourd,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Seasumum,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Water Melon,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Rebbena,Rabi,Wheat,2,2.0,0.0,1.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Cotton,2,6970.0,8803.0,3485.0,4401.5,0.2409074737965573
Kumuram Bheem,Sirpur-T,Kharif,Gross Cropped Area,1,7725.0,7144.0,7725.0,7144.0,0.19550641744889302
Kumuram Bheem,Sirpur-T,Kharif,Total Crop,1,9291.0,7109.0,9291.0,7109.0,0.19454858925590432
Kumuram Bheem,Sirpur-T,Kharif,Total Cotton,1,4025.0,5968.0,4025.0,5968.0,0.16332339016447278
Kumuram Bheem,Sirpur-T,Kharif,Paddy,3,3183.0,2886.0,1061.0,962.0,0.07897977614186803
Kumuram Bheem,Sirpur-T,Kharif,Red Gram,3,3399.0,2657.0,1133.0,885.6666666666666,0.072712843107742
Kumuram Bheem,Sirpur-T,Kharif,Soyabean,1,3303.0,835.0,3303.0,835.0,0.022851044032730358
Kumuram Bheem,Sirpur-T,Kharif,Green Gram,3,89.0,273.0,29.666666666666668,91.0,0.0074710599053118415
Kumuram Bheem,Sirpur-T,Kharif,Other Food Crops,1,45.0,179.0,45.0,179.0,0.004898607044142196
Kumuram Bheem,Sirpur-T,Kharif,Total  Vegetables,1,0.0,164.0,0.0,164.0,0.00448810924714704
Kumuram Bheem,Sirpur-T,Kharif,Maize,3,119.0,121.0,39.666666666666664,40.333333333333336,0.003311348895760926
Kumuram Bheem,Sirpur-T,Kharif,Chillies,3,19.0,44.0,6.333333333333333,14.666666666666666,0.0012041268711857913
Kumuram Bheem,Sirpur-T,Kharif,Green Beens,1,0.0,43.0,0.0,43.0,0.0011767603513861142
Kumuram Bheem,Sirpur-T,Kharif,Tomoto,1,0.0,30.0,0.0,30.0,0.0008209955939903123
Kumuram Bheem,Sirpur-T,Kharif,Green Beans,1,18.0,29.0,18.0,29.0,0.0007936290741906352
Kumuram Bheem,Sirpur-T,Kharif,Soyabeen,2,5057.0,29.0,2528.5,14.5,0.0007936290741906352
Kumuram Bheem,Sirpur-T,Kharif,Brinjal,1,0.0,23.0,0.0,23.0,0.0006294299553925727
Kumuram Bheem,Sirpur-T,Kharif,Mango,1,0.0,22.0,0.0,22.0,0.0006020634355928956
Kumuram Bheem,Sirpur-T,Kharif,Mangoes,1,8.0,22.0,8.0,22.0,0.0006020634355928956
Kumuram Bheem,Sirpur-T,Kharif,Bhendi,1,0.0,19.0,0.0,19.0,0.0005199638761938644
Kumuram Bheem,Sirpur-T,Kharif,Brijal,1,14.0,19.0,14.0,19.0,0.0005199638761938644
Kumuram Bheem,Sirpur-T,Kharif,Green Chillies,1,0.0,18.0,0.0,18.0,0.0004925973563941874
Kumuram Bheem,Sirpur-T,Kharif,Bitter Gourd,1,0.0,14.0,0.0,14.0,0.00038313127719547907
Kumuram Bheem,Sirpur-T,Kharif,Califlower,1,3.0,14.0,3.0,14.0,0.00038313127719547907
Kumuram Bheem,Sirpur-T,Kharif,Tomatoes,1,24.0,14.0,24.0,14.0,0.00038313127719547907
Kumuram Bheem,Sirpur-T,Kharif,Onion,3,2.0,11.0,0.6666666666666666,3.6666666666666665,0.0003010317177964478
Kumuram Bheem,Sirpur-T,Kharif,Boda Kakarakaya,1,0.0,6.0,0.0,6.0,0.00016419911879806244
Kumuram Bheem,Sirpur-T,Kharif,Cauliflower,1,0.0,6.0,0.0,6.0,0.00016419911879806244
Kumuram Bheem,Sirpur-T,Kharif,Greenlevy Vegitables,1,1.0,6.0,1.0,6.0,0.00016419911879806244
Kumuram Bheem,Sirpur-T,Kharif,Bendi,1,12.0,5.0,12.0,5.0,0.00013683259899838538
Kumuram Bheem,Sirpur-T,Kharif,Cabbabge,1,0.0,5.0,0.0,5.0,0.00013683259899838538
Kumuram Bheem,Sirpur-T,Kharif,Cabbege,1,2.0,5.0,2.0,5.0,0.00013683259899838538
Kumuram Bheem,Sirpur-T,Kharif,Ridge Guard,1,5.0,5.0,5.0,5.0,0.00013683259899838538
Kumuram Bheem,Sirpur-T,Kharif,Danimma,1,0.0,2.0,0.0,2.0,5.473303959935415e-05
Kumuram Bheem,Sirpur-T,Kharif,Gourds Karaila (Bitter guard),1,7.0,2.0,7.0,2.0,5.473303959935415e-05
Kumuram Bheem,Sirpur-T,Kharif,Green Chiellies,1,13.0,2.0,13.0,2.0,5.473303959935415e-05
Kumuram Bheem,Sirpur-T,Kharif,Orange,1,0.0,2.0,0.0,2.0,5.473303959935415e-05
Kumuram Bheem,Sirpur-T,Kharif,Apple Bear (Regu),1,0.0,1.0,0.0,1.0,2.7366519799677075e-05
Kumuram Bheem,Sirpur-T,Kharif,Jasmine(Malli),1,0.0,1.0,0.0,1.0,2.7366519799677075e-05
Kumuram Bheem,Sirpur-T,Kharif,Orrange & Citrus Fruits,1,1.0,1.0,1.0,1.0,2.7366519799677075e-05
Kumuram Bheem,Sirpur-T,Kharif,Plantain (Harvest),1,0.0,1.0,0.0,1.0,2.7366519799677075e-05
Kumuram Bheem,Sirpur-T,Kharif,Pomo,1,1.0,1.0,1.0,1.0,2.7366519799677075e-05
Kumuram Bheem,Sirpur-T,Kharif,Amala,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Anumulu,2,10.0,0.0,5.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Apple Ber,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Bean,1,3.0,0.0,3.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Bengal Gram,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Bodakakara,1,1.0,0.0,1.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Bottle Gourd,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Bottle Guard,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Cashewnuts,1,2.0,0.0,2.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Caster,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Castor,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Coccinea,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Cow Gram,3,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Cucumber,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Donda,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Grapes,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Green Leafy Veg,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Jowar,3,2.0,0.0,0.6666666666666666,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Kothemmeera,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Kothimmera,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Other Non Food Crops,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Other Pulses,1,10.0,0.0,10.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Plantains (For harvest),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Ridge Gourd(Beera),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Seasomum(Gingelly),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Sesamum,1,2.0,0.0,2.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Sesanum,1,2.0,0.0,2.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Sugarcane,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Sugarcane Planted (For harvest),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Sunflower,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Teak,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Tobbocco,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Total Sugarcane,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Turmeric,3,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Kharif,Usiri,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Total Cropped area,2,1316.0,1240.3,658.0,620.15,0.3955542798826381
Kumuram Bheem,Sirpur-T,Rabi,Bengal Gram,3,340.0,625.4,113.33333333333333,208.46666666666667,0.1994514606454905
Kumuram Bheem,Sirpur-T,Rabi,Paddy,3,392.0,487.4,130.66666666666666,162.46666666666667,0.1554407449929838
Kumuram Bheem,Sirpur-T,Rabi,Jowar,3,407.0,321.8,135.66666666666666,107.26666666666667,0.10262788620997577
Kumuram Bheem,Sirpur-T,Rabi,Green Gram,3,271.0,114.0,90.33333333333333,38.0,0.03635667814772293
Kumuram Bheem,Sirpur-T,Rabi,Red Gram,3,101.0,110.0,33.666666666666664,36.666666666666664,0.03508100523025896
Kumuram Bheem,Sirpur-T,Rabi,Maize,3,43.0,91.7,14.333333333333334,30.566666666666666,0.029244801632861337
Kumuram Bheem,Sirpur-T,Rabi,Tomoto,2,46.0,23.0,23.0,11.5,0.007335119275417783
Kumuram Bheem,Sirpur-T,Rabi,Chillies,1,17.0,21.0,17.0,21.0,0.006697282816685802
Kumuram Bheem,Sirpur-T,Rabi,Green beans,2,6.0,19.0,3.0,9.5,0.006059446357953821
Kumuram Bheem,Sirpur-T,Rabi,Black Gram,3,26.0,15.0,8.666666666666666,5.0,0.004783773440489859
Kumuram Bheem,Sirpur-T,Rabi,Cauli Flower,2,10.0,14.5,5.0,7.25,0.004624314325806863
Kumuram Bheem,Sirpur-T,Rabi,Onion,3,14.0,13.0,4.666666666666667,4.333333333333333,0.0041459369817578775
Kumuram Bheem,Sirpur-T,Rabi,Cabbage,2,2.0,12.5,1.0,6.25,0.003986477867074882
Kumuram Bheem,Sirpur-T,Rabi,Wheat,3,28.0,12.0,9.333333333333334,4.0,0.003827018752391887
Kumuram Bheem,Sirpur-T,Rabi,Horse Gram,3,19.0,4.0,6.333333333333333,1.3333333333333333,0.0012756729174639623
Kumuram Bheem,Sirpur-T,Rabi,Green Chillies,2,13.0,3.0,6.5,1.5,0.0009567546880979717
Kumuram Bheem,Sirpur-T,Rabi,Bendi,2,34.0,2.0,17.0,1.0,0.0006378364587319811
Kumuram Bheem,Sirpur-T,Rabi,Brinjal,2,36.0,2.0,18.0,1.0,0.0006378364587319811
Kumuram Bheem,Sirpur-T,Rabi,Seasumum,2,40.0,2.0,20.0,1.0,0.0006378364587319811
Kumuram Bheem,Sirpur-T,Rabi,Rape & Mustard,2,0.0,1.0,0.0,0.5,0.00031891822936599057
Kumuram Bheem,Sirpur-T,Rabi,Ridge Gourd,2,8.0,1.0,4.0,0.5,0.00031891822936599057
Kumuram Bheem,Sirpur-T,Rabi,Anumulu,2,4.0,0.0,2.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Apple Bear,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Ash Gourd,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Bajra,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Banana,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Bitter Guard,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Bottle Gourd,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Carrot,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Coriander,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Cow Gram,3,39.0,0.0,13.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Drum Stick,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Green Leafy,2,6.0,0.0,3.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Groundnut,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Jasmin Flowers,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Minor Millets,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Mustered,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Other Food Crops,1,56.0,0.0,56.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Other Non-Food crops,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Other Oil Seeds,1,1.0,0.0,1.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Other Pulses,1,4.0,0.0,4.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Parwal(Cucumber),2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Potato,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Ragi,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,S.Gourd,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Safflower,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Sesamum,1,14.0,0.0,14.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Sunflower,1,5.0,0.0,5.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Tobacco,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Turmeric,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-T,Rabi,Water Melon,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Cotton,2,7738.0,6962.0,3869.0,3481.0,0.2009989317781563
Kumuram Bheem,Sirpur-U,Kharif,Gross Cropped Area,1,5975.0,6087.0,5975.0,6087.0,0.17573692871784508
Kumuram Bheem,Sirpur-U,Kharif,Total Crop,1,10033.0,5912.0,10033.0,5912.0,0.17068452810578283
Kumuram Bheem,Sirpur-U,Kharif,Red Gram,3,2807.0,4110.0,935.6666666666666,1370.0,0.11865923723186188
Kumuram Bheem,Sirpur-U,Kharif,Total Cotton,1,2232.0,3254.0,2232.0,3254.0,0.09394578052371741
Kumuram Bheem,Sirpur-U,Kharif,Soyabean,1,3226.0,3095.0,3226.0,3095.0,0.08935531368190086
Kumuram Bheem,Sirpur-U,Kharif,Jowar,3,2145.0,1724.0,715.0,574.6666666666666,0.04977336374397321
Kumuram Bheem,Sirpur-U,Kharif,Soyabeen,2,4938.0,1272.0,2469.0,636.0,0.036723734734532436
Kumuram Bheem,Sirpur-U,Kharif,Paddy,3,1079.0,639.0,359.6666666666667,213.0,0.018448479949187285
Kumuram Bheem,Sirpur-U,Kharif,Green Gram,3,689.0,521.0,229.66666666666666,173.66666666666666,0.015041718393625314
Kumuram Bheem,Sirpur-U,Kharif,Black Gram,3,601.0,441.0,200.33333333333334,147.0,0.012732049542396859
Kumuram Bheem,Sirpur-U,Kharif,Maize,3,376.0,304.0,125.33333333333333,101.33333333333333,0.00877674163466813
Kumuram Bheem,Sirpur-U,Kharif,Other Food Crops,1,46.0,75.0,46.0,75.0,0.0021653145480266768
Kumuram Bheem,Sirpur-U,Kharif,Total  Vegetables,1,0.0,49.0,0.0,49.0,0.0014146721713774288
Kumuram Bheem,Sirpur-U,Kharif,Cow Gram,3,51.0,31.0,17.0,10.333333333333334,0.0008949966798510264
Kumuram Bheem,Sirpur-U,Kharif,Castor,2,38.0,27.0,19.0,13.5,0.0007795132372896036
Kumuram Bheem,Sirpur-U,Kharif,Tomoto,1,0.0,23.0,0.0,23.0,0.0006640297947281808
Kumuram Bheem,Sirpur-U,Kharif,Tomatoes,1,28.0,19.0,28.0,19.0,0.0005485463521667581
Kumuram Bheem,Sirpur-U,Kharif,Chillies,3,34.0,14.0,11.333333333333334,4.666666666666667,0.00040419204896497964
Kumuram Bheem,Sirpur-U,Kharif,Green Chillies,1,0.0,10.0,0.0,10.0,0.0002887086064035569
Kumuram Bheem,Sirpur-U,Kharif,Green Chiellies,1,7.0,9.0,7.0,9.0,0.0002598377457632012
Kumuram Bheem,Sirpur-U,Kharif,Bhendi,1,0.0,8.0,0.0,8.0,0.00023096688512284553
Kumuram Bheem,Sirpur-U,Kharif,Brijal,1,8.0,8.0,8.0,8.0,0.00023096688512284553
Kumuram Bheem,Sirpur-U,Kharif,Brinjal,1,0.0,8.0,0.0,8.0,0.00023096688512284553
Kumuram Bheem,Sirpur-U,Kharif,Caster,1,8.0,8.0,8.0,8.0,0.00023096688512284553
Kumuram Bheem,Sirpur-U,Kharif,Sesamum,1,11.0,8.0,11.0,8.0,0.00023096688512284553
Kumuram Bheem,Sirpur-U,Kharif,Bendi,1,7.0,7.0,7.0,7.0,0.00020209602448248982
Kumuram Bheem,Sirpur-U,Kharif,Seasomum(Gingelly),1,6.0,6.0,6.0,6.0,0.00017322516384213414
Kumuram Bheem,Sirpur-U,Kharif,Sesanum,1,11.0,6.0,11.0,6.0,0.00017322516384213414
Kumuram Bheem,Sirpur-U,Kharif,Amala,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Anumulu,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Apple Bear (Regu),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Apple Ber,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Bean,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Bengal Gram,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Bitter Gourd,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Boda Kakarakaya,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Bodakakara,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Bottle Gourd,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Bottle Guard,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Cabbabge,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Cabbege,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Califlower,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Cashewnuts,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Cauliflower,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Coccinea,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Cucumber,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Danimma,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Donda,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Gourds Karaila (Bitter guard),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Grapes,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Green Beans,1,1.0,0.0,1.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Green Beens,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Green Leafy Veg,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Greenlevy Vegitables,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Jasmine(Malli),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Kothemmeera,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Kothimmera,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Mango,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Mangoes,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Onion,3,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Orange,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Orrange & Citrus Fruits,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Other Non Food Crops,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Other Pulses,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Plantain (Harvest),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Plantains (For harvest),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Pomo,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Ridge Gourd(Beera),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Ridge Guard,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Sugarcane,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Sugarcane Planted (For harvest),1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Sunflower,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Teak,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Tobbocco,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Total Sugarcane,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Turmeric,3,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Kharif,Usiri,1,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Rabi,Total Cropped area,2,1560.0,1451.0,780.0,725.5,0.523071377072819
Kumuram Bheem,Sirpur-U,Rabi,Bengal Gram,3,1175.0,943.0,391.6666666666667,314.3333333333333,0.33994232155731796
Kumuram Bheem,Sirpur-U,Rabi,Jowar,3,369.0,221.0,123.0,73.66666666666667,0.07966834895457822
Kumuram Bheem,Sirpur-U,Rabi,Wheat,3,235.0,103.0,78.33333333333333,34.333333333333336,0.03713049747656813
Kumuram Bheem,Sirpur-U,Rabi,Maize,3,68.0,56.0,22.666666666666668,18.666666666666668,0.020187454938716654
Kumuram Bheem,Sirpur-U,Rabi,Anumulu,2,0.0,0.0,0.0,0.0,0.0
Kumuram Bheem,Sirpur-U,Rabi,Apple Bear,2,0.0,0.0,0.0,0.0,0.0
