district,mandal,season,crop,records,total_normal_area,total_actual_area,average_normal_area,average_actual_area,cultivation_share
Rangareddy,Ibrahimpatnam,Kharif,Tobacco,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Kharif,Turmeric,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Paddy,5,3618.0,1918.0,723.6,383.6,0.8419666374012291
Rangareddy,Ibrahimpatnam,Rabi,Non-food crops,2,299.0,216.0,149.5,108.0,0.09482001755926252
Rangareddy,Ibrahimpatnam,Rabi,Onion,5,96.0,78.0,19.2,15.6,0.03424056189640035
Rangareddy,Ibrahimpatnam,Rabi,Jowar,5,42.0,24.0,8.4,4.8,0.010535557506584723
Rangareddy,Ibrahimpatnam,Rabi,Potato,5,10.0,14.0,2.0,2.8,0.006145741878841089
Rangareddy,Ibrahimpatnam,Rabi,Chillies,4,17.0,12.0,4.25,3.0,0.0052677787532923615
Rangareddy,Ibrahimpatnam,Rabi,Horse Gram,5,78.0,8.0,15.6,1.6,0.003511852502194908
Rangareddy,Ibrahimpatnam,Rabi,Bengal Gram,5,16.0,5.0,3.2,1.0,0.0021949078138718174
Rangareddy,Ibrahimpatnam,Rabi,Maize,5,26.0,2.0,5.2,0.4,0.000877963125548727
Rangareddy,Ibrahimpatnam,Rabi,Wheat,5,18.0,1.0,3.6,0.2,0.0004389815627743635
Rangareddy,Ibrahimpatnam,Rabi,Bajra,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Coriander,3,12.0,0.0,4.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Cow Gram,5,2.0,0.0,0.4,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Green Gram,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Groundnut,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Ragi,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Red Gram,4,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Red chillies,1,3.0,0.0,3.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Safflower,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Sesamum,3,1.0,0.0,0.3333333333333333,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Sunflower,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Tobacco,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Ibrahimpatnam,Rabi,Total foodgrains,1,854.0,0.0,854.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Paddy,1,501.0,539.0,501.0,539.0,0.6509661835748792
Rangareddy,Kadtal,Rabi,Groundnut,1,414.0,105.0,414.0,105.0,0.12681159420289856
Rangareddy,Kadtal,Rabi,Maize,1,85.0,73.0,85.0,73.0,0.08816425120772947
Rangareddy,Kadtal,Rabi,Sunflower,1,92.0,48.0,92.0,48.0,0.057971014492753624
Rangareddy,Kadtal,Rabi,Red chillies,1,0.0,35.0,0.0,35.0,0.042270531400966184
Rangareddy,Kadtal,Rabi,Horse Gram,1,39.0,18.0,39.0,18.0,0.021739130434782608
Rangareddy,Kadtal,Rabi,Black Gram,1,0.0,10.0,0.0,10.0,0.012077294685990338
Rangareddy,Kadtal,Rabi,Bajra,1,20.0,0.0,20.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Bengal Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Coriander,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Cow Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Green Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Jowar,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Onion,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Potato,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Ragi,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Red Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Safflower,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Sesamum,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Tobacco,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadtal,Rabi,Wheat,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Maize,3,4570.0,9130.0,1523.3333333333333,3043.3333333333335,0.4596254530809505
Rangareddy,Kadthal,Kharif,Cotton,3,3105.0,6275.0,1035.0,2091.6666666666665,0.3158981071284736
Rangareddy,Kadthal,Kharif,Paddy,3,961.0,2307.0,320.3333333333333,769.0,0.11613975030205397
Rangareddy,Kadthal,Kharif,Jowar,3,637.0,1411.0,212.33333333333334,470.3333333333333,0.07103302456705599
Rangareddy,Kadthal,Kharif,Red Gram,3,244.0,586.0,81.33333333333333,195.33333333333334,0.02950060410793395
Rangareddy,Kadthal,Kharif,Castor,3,55.0,113.0,18.333333333333332,37.666666666666664,0.005688683044703987
Rangareddy,Kadthal,Kharif,Tomato,1,58.0,18.0,58.0,18.0,0.0009061619009262988
Rangareddy,Kadthal,Kharif,Chillies,3,20.0,17.0,6.666666666666667,5.666666666666667,0.00085581957309706
Rangareddy,Kadthal,Kharif,Green Gram,3,2.0,4.0,0.6666666666666666,1.3333333333333333,0.0002013693113169553
Rangareddy,Kadthal,Kharif,Bajra,3,6.0,3.0,2.0,1.0,0.00015102698348771646
Rangareddy,Kadthal,Kharif,Anumulu,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Cow Gram,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Groundnut,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Horse Gram,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Korra,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Mesta,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Onion,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Potato,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Ragi,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Safflower,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Sesamum,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Soya bean,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Soyabean,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Sugarcane,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Sunflower,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Tobacco,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Kharif,Turmeric,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Paddy,2,665.0,243.0,332.5,121.5,0.41396933560477
Rangareddy,Kadthal,Rabi,Groundnut,2,245.0,154.0,122.5,77.0,0.262350936967632
Rangareddy,Kadthal,Rabi,Maize,2,86.0,80.0,43.0,40.0,0.1362862010221465
Rangareddy,Kadthal,Rabi,Sunflower,2,69.0,51.0,34.5,25.5,0.0868824531516184
Rangareddy,Kadthal,Rabi,Horse Gram,2,38.0,46.0,19.0,23.0,0.07836456558773425
Rangareddy,Kadthal,Rabi,Onion,2,1.0,8.0,0.5,4.0,0.013628620102214651
Rangareddy,Kadthal,Rabi,Chillies,2,0.0,5.0,0.0,2.5,0.008517887563884156
Rangareddy,Kadthal,Rabi,Bajra,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Bengal Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Black Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Coriander,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Cow Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Green Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Jowar,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Potato,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Ragi,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Red Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Safflower,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Sesamum,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Tobacco,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kadthal,Rabi,Wheat,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Maize,5,22053.0,24905.0,4410.6,4981.0,0.6200517850918688
Rangareddy,Kandukur,Kharif,Cotton,5,5783.0,6859.0,1156.6,1371.8,0.1707663197729423
Rangareddy,Kandukur,Kharif,Paddy,5,4899.0,3700.0,979.8,740.0,0.09211771149728626
Rangareddy,Kandukur,Kharif,Red Gram,5,1634.6,2129.0,326.91999999999996,425.8,0.05300502912911417
Rangareddy,Kandukur,Kharif,Jowar,5,3251.0,1966.0,650.2,393.2,0.04894687048747697
Rangareddy,Kandukur,Kharif,Castor,5,1214.0,437.0,242.8,87.4,0.010879848628192999
Rangareddy,Kandukur,Kharif,Green Gram,5,33.6,88.0,6.720000000000001,17.6,0.00219090773290843
Rangareddy,Kandukur,Kharif,Black Gram,5,15.4,42.0,3.08,8.4,0.0010456605088881143
Rangareddy,Kandukur,Kharif,Chillies,5,11.0,39.0,2.2,7.8,0.0009709704725389633
Rangareddy,Kandukur,Kharif,Soyabean,4,0.0,1.0,0.0,0.25,2.489667878305034e-05
Rangareddy,Kandukur,Kharif,Anumulu,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Bajra,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Cow Gram,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Groundnut,4,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Horse Gram,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Korra,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Mesta,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Onion,5,8.0,0.0,1.6,0.0,0.0
Rangareddy,Kandukur,Kharif,Potato,4,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Ragi,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Safflower,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Sesamum,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Soya bean,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Sugarcane,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Sunflower,4,2.0,0.0,0.5,0.0,0.0
Rangareddy,Kandukur,Kharif,Tobacco,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Kharif,Tomato,1,365.4,0.0,365.4,0.0,0.0
Rangareddy,Kandukur,Kharif,Turmeric,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Maize,5,2888.0,2653.0,577.6,530.6,0.36872828353022935
Rangareddy,Kandukur,Rabi,Paddy,5,2985.0,1534.0,597.0,306.8,0.21320361362056983
Rangareddy,Kandukur,Rabi,Total foodgrains,1,1144.0,1419.0,1144.0,1419.0,0.19722029186935372
Rangareddy,Kandukur,Rabi,Bengal Gram,5,586.0,727.0,117.2,145.4,0.10104239054899236
Rangareddy,Kandukur,Rabi,Jowar,5,325.0,472.0,65.0,94.4,0.06560111188325225
Rangareddy,Kandukur,Rabi,Non-food crops,2,176.0,156.0,88.0,78.0,0.021681723419041
Rangareddy,Kandukur,Rabi,Onion,5,147.0,147.0,29.4,29.4,0.020430854760250174
Rangareddy,Kandukur,Rabi,Horse Gram,5,120.0,62.0,24.0,12.4,0.008617095205003474
Rangareddy,Kandukur,Rabi,Black Gram,3,0.0,15.0,0.0,5.0,0.0020847810979847115
Rangareddy,Kandukur,Rabi,Wheat,5,0.0,6.0,0.0,1.2,0.0008339124391938846
Rangareddy,Kandukur,Rabi,Sunflower,5,33.0,4.0,6.6,0.8,0.0005559416261292564
Rangareddy,Kandukur,Rabi,Bajra,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Chillies,4,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Coriander,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Cow Gram,5,1.0,0.0,0.2,0.0,0.0
Rangareddy,Kandukur,Rabi,Green Gram,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Groundnut,5,16.0,0.0,3.2,0.0,0.0
Rangareddy,Kandukur,Rabi,Potato,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Ragi,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Red Gram,4,2.0,0.0,0.5,0.0,0.0
Rangareddy,Kandukur,Rabi,Red chillies,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Safflower,5,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Sesamum,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Kandukur,Rabi,Tobacco,3,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Paddy,1,411.0,330.0,411.0,330.0,0.9482758620689655
Rangareddy,Keesara,Kharif,Maize,1,23.0,9.0,23.0,9.0,0.02586206896551724
Rangareddy,Keesara,Kharif,Red Gram,1,1.0,5.0,1.0,5.0,0.014367816091954023
Rangareddy,Keesara,Kharif,Cotton,1,3.0,2.0,3.0,2.0,0.005747126436781609
Rangareddy,Keesara,Kharif,Jowar,1,7.0,2.0,7.0,2.0,0.005747126436781609
Rangareddy,Keesara,Kharif,Bajra,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Black Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Castor,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Chillies,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Cow Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Green Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Groundnut,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Horse Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Onion,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Potato,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Ragi,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Sesamum,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Soyabean,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Sugarcane,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Sunflower,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Kharif,Turmeric,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Paddy,2,441.0,362.0,220.5,181.0,0.9072681704260651
Rangareddy,Keesara,Rabi,Non-food crops,2,25.64285714285714,29.0,12.82142857142857,14.5,0.07268170426065163
Rangareddy,Keesara,Rabi,Maize,2,8.0,5.0,4.0,2.5,0.012531328320802004
Rangareddy,Keesara,Rabi,Total foodgrains,1,219.0,3.0,219.0,3.0,0.007518796992481203
Rangareddy,Keesara,Rabi,Bengal Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Chillies,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Cow Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Groundnut,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Horse Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Jowar,2,4.0,0.0,2.0,0.0,0.0
Rangareddy,Keesara,Rabi,Onion,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Potato,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Ragi,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Red Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Safflower,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Sunflower,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keesara,Rabi,Wheat,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Maize,1,5687.0,7676.0,5687.0,7676.0,0.6486395132668582
Rangareddy,Keshampet,Kharif,Cotton,1,3532.0,2941.0,3532.0,2941.0,0.24852121007267197
Rangareddy,Keshampet,Kharif,Red Gram,1,576.0,648.0,576.0,648.0,0.0547574784519182
Rangareddy,Keshampet,Kharif,Paddy,1,1147.0,291.0,1147.0,291.0,0.02459016393442623
Rangareddy,Keshampet,Kharif,Jowar,1,149.0,238.0,149.0,238.0,0.020111543011661313
Rangareddy,Keshampet,Kharif,Green Gram,1,0.0,23.0,0.0,23.0,0.0019435524759168498
Rangareddy,Keshampet,Kharif,Horse Gram,1,25.0,11.0,25.0,11.0,0.0009295250971776238
Rangareddy,Keshampet,Kharif,Sesamum,1,0.0,4.0,0.0,4.0,0.0003380091262464086
Rangareddy,Keshampet,Kharif,Castor,1,34.0,2.0,34.0,2.0,0.0001690045631232043
Rangareddy,Keshampet,Kharif,Bajra,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Black Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Chillies,1,31.0,0.0,31.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Cow Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Onion,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Potato,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Ragi,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Soyabean,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Sugarcane,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Kharif,Turmeric,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Paddy,2,1295.0,323.0,647.5,161.5,0.47569955817378495
Rangareddy,Keshampet,Rabi,Groundnut,2,494.0,183.0,247.0,91.5,0.2695139911634757
Rangareddy,Keshampet,Rabi,Maize,2,584.0,124.0,292.0,62.0,0.18262150220913106
Rangareddy,Keshampet,Rabi,Sunflower,2,99.0,18.0,49.5,9.0,0.026509572901325478
Rangareddy,Keshampet,Rabi,Horse Gram,2,60.0,15.0,30.0,7.5,0.022091310751104567
Rangareddy,Keshampet,Rabi,Jowar,2,21.0,9.0,10.5,4.5,0.013254786450662739
Rangareddy,Keshampet,Rabi,Onion,2,57.0,6.0,28.5,3.0,0.008836524300441826
Rangareddy,Keshampet,Rabi,Wheat,2,1.0,1.0,0.5,0.5,0.0014727540500736377
Rangareddy,Keshampet,Rabi,Bajra,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Bengal Gram,2,8.0,0.0,4.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Black Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Chillies,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Coriander,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Cow Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Green Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Potato,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Ragi,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Red Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Red chillies,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Safflower,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Sesamum,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampet,Rabi,Tobacco,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Cotton,2,9706.0,12583.0,4853.0,6291.5,0.5036826515090865
Rangareddy,Keshampeta,Kharif,Maize,2,12384.0,10057.0,6192.0,5028.5,0.4025698502922104
Rangareddy,Keshampeta,Kharif,Paddy,2,1558.0,1003.0,779.0,501.5,0.0401489072131935
Rangareddy,Keshampeta,Kharif,Red Gram,2,1061.0,841.0,530.5,420.5,0.033664238251541106
Rangareddy,Keshampeta,Kharif,Jowar,2,361.0,304.0,180.5,152.0,0.012168761508285966
Rangareddy,Keshampeta,Kharif,Chillies,2,4.0,91.0,2.0,45.5,0.0036426226883356015
Rangareddy,Keshampeta,Kharif,Tomato,1,162.0,70.0,162.0,70.0,0.0028020174525658476
Rangareddy,Keshampeta,Kharif,Green Gram,2,14.0,30.0,7.0,15.0,0.0012008646225282202
Rangareddy,Keshampeta,Kharif,Castor,2,40.0,3.0,20.0,1.5,0.00012008646225282203
Rangareddy,Keshampeta,Kharif,Anumulu,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Bajra,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Black Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Cow Gram,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Groundnut,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Horse Gram,2,32.0,0.0,16.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Korra,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Mesta,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Onion,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Potato,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Ragi,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Safflower,1,1.0,0.0,1.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Sesamum,2,1.0,0.0,0.5,0.0,0.0
Rangareddy,Keshampeta,Kharif,Soya bean,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Soyabean,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Sunflower,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Tobacco,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Kharif,Turmeric,2,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Groundnut,1,256.0,250.0,256.0,250.0,0.4065040650406504
Rangareddy,Keshampeta,Rabi,Paddy,1,621.0,210.0,621.0,210.0,0.34146341463414637
Rangareddy,Keshampeta,Rabi,Maize,1,243.0,155.0,243.0,155.0,0.25203252032520324
Rangareddy,Keshampeta,Rabi,Bajra,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Bengal Gram,1,4.0,0.0,4.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Black Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Chillies,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Coriander,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Cow Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Green Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Horse Gram,1,56.0,0.0,56.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Jowar,1,11.0,0.0,11.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Onion,1,18.0,0.0,18.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Potato,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Ragi,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Red Gram,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Safflower,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Sesamum,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Sunflower,1,46.0,0.0,46.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Tobacco,1,0.0,0.0,0.0,0.0,0.0
Rangareddy,Keshampeta,Rabi,Wheat,1,1.0,0.0,1.0,0.0,0.0
Rangareddy,Kondurg,Kharif,Cotton,3,11205.0,13887.0,3735.0,4629.0,0.538736082554215
Rangareddy,Kondurg,Kharif,Maize,3,14821.0,8488.0,4940.333333333333,2829.3333333333335,0.3292857974163014
Rangareddy,Kondurg,Kharif,Paddy,3,3353.0,1838.0,1117.6666666666667,612.6666666666666,0.07130387554796912
Rangareddy,Kondurg,Kharif,Red Gram,3,883.0,922.0,294.3333333333333,307.3333333333333,0.035768320595880046
Rangareddy,Kondurg,Kharif,Jowar,3,492.0,441.0,164.0,147.0,0.01710827481863677
Rangareddy,Kondurg,Kharif,Sugarcane,3,681.0,87.0,227.0,29.0,0.0033751018349691586
Rangareddy,Kondurg,Kharif,Ragi,3,98.0,37.0,32.666666666666664,12.333333333333334,0.0014353881367110215
Rangareddy,Kondurg,Kharif,Chillies,3,16.0,31.0,5.333333333333333,10.333333333333334,0.001202622492920045
