year,season,district,mandal,crop,normal_area,actual_area
2018-2019,Kharif,Nizamabad,Kammarpally,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Chillies,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Chillies,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Chillies,8.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Chillies,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Chillies,16.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Chillies,8.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Chillies,25.0,8.0
2018-2019,Kharif,Nizamabad,Dharpally,Chillies,21.0,26.0
2018-2019,Kharif,Nizamabad,Sirikonda,Chillies,37.0,16.0
2018-2019,Kharif,Nizamabad,Armoor,Chillies,7.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Chillies,13.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Chillies,35.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Chillies,29.0,20.0
2018-2019,Kharif,Nizamabad,Morthad,Chillies,7.0,12.8
2018-2019,Kharif,Nizamabad,Yergatla,Chillies,2.0,2.0
2018-2019,Kharif,Nizamabad,Kammarpally,Chillies,2.0,20.8
2018-2019,Kharif,Nizamabad,Balkonda,Chillies,2.0,2.4
2018-2019,Kharif,Nizamabad,Mupkal,Chillies,3.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Chillies,1.0,9.6
2018-2019,Kharif,Nizamabad,Vailpoor,Chillies,44.0,10.0
2018-2019,Kharif,Nizamabad,Bodhan,Chillies,31.0,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Chillies,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Chillies,3.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Chillies,1.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Chillies,0.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Chillies,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Chillies,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Sugarcane (Planted),9.6,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Sugarcane (Planted),0.4,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Sugarcane (Planted),4.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Sugarcane (Planted),6.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Sugarcane (Planted),13.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Sugarcane (Planted),0.4,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Sugarcane (Planted),4.8,16.0
2018-2019,Kharif,Nizamabad,Balkonda,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Sugarcane (Planted),0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Sugarcane (Planted),294.8,106.0
2018-2019,Kharif,Nizamabad,Yedapally,Sugarcane (Planted),30.6,13.2
2018-2019,Kharif,Nizamabad,Renjal,Sugarcane (Planted),44.4,0.0
2018-2019,Kharif,Nizamabad,Navipet,Sugarcane (Planted),16.0,30.8
2018-2019,Kharif,Nizamabad,Kotagiri,Sugarcane (Planted),11.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Sugarcane (Planted),1.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Sugarcane (Planted),9.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Sugarcane (Ratoon),1.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Sugarcane (Ratoon),8.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Sugarcane (Ratoon),0.0,1.2
2018-2019,Kharif,Nizamabad,Indalwai,Sugarcane (Ratoon),7.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Sugarcane (Ratoon),4.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Sugarcane (Ratoon),2.6,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Sugarcane (Ratoon),0.2,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Sugarcane (Ratoon),0.8,0.0
2018-2019,Kharif,Nizamabad,Morthad,Sugarcane (Ratoon),0.4,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Sugarcane (Ratoon),5.0,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Sugarcane (Ratoon),0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Sugarcane (Ratoon),244.8,132.8
2018-2019,Kharif,Nizamabad,Yedapally,Sugarcane (Ratoon),20.0,18.8
2018-2019,Kharif,Nizamabad,Renjal,Sugarcane (Ratoon),15.4,8.0
2018-2019,Kharif,Nizamabad,Navipet,Sugarcane (Ratoon),19.6,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Sugarcane (Ratoon),7.6,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Sugarcane (Ratoon),0.2,7.2
2018-2019,Kharif,Nizamabad,Varni,Sugarcane (Ratoon),5.6,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Onion,0.4,0.8
2018-2019,Kharif,Nizamabad,Mugpal,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Onion,0.2,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Onion,9.4,0.0
2018-2019,Kharif,Nizamabad,Makloor,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Onion,2.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Onion,1.6,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Onion,0.2,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Onion,11.4,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Onion,0.4,2.4
2018-2019,Kharif,Nizamabad,Navipet,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Onion,0.6,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Onion,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Turmeric,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Turmeric,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Turmeric,4.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Turmeric,31.0,11.6
2018-2019,Kharif,Nizamabad,Dichpally,Turmeric,72.0,8.8
2018-2019,Kharif,Nizamabad,Indalwai,Turmeric,241.0,52.0
2018-2019,Kharif,Nizamabad,Jakranpally,Turmeric,1622.0,1723.2
2018-2019,Kharif,Nizamabad,Dharpally,Turmeric,113.0,184.0
2018-2019,Kharif,Nizamabad,Sirikonda,Turmeric,163.0,153.2
2018-2019,Kharif,Nizamabad,Armoor,Turmeric,1781.0,2244.0
2018-2019,Kharif,Nizamabad,Makloor,Turmeric,46.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Turmeric,1198.0,1285.2
2018-2019,Kharif,Nizamabad,Bheemgal,Turmeric,173.0,170.0
2018-2019,Kharif,Nizamabad,Morthad,Turmeric,1479.0,1633.6
2018-2019,Kharif,Nizamabad,Yergatla,Turmeric,950.0,1132.8
2018-2019,Kharif,Nizamabad,Kammarpally,Turmeric,1693.0,1706.4
2018-2019,Kharif,Nizamabad,Balkonda,Turmeric,732.0,785.6
2018-2019,Kharif,Nizamabad,Mupkal,Turmeric,660.0,633.6
2018-2019,Kharif,Nizamabad,Mendora,Turmeric,944.0,1144.4
2018-2019,Kharif,Nizamabad,Vailpoor,Turmeric,1287.0,1467.2
2018-2019,Kharif,Nizamabad,Bodhan,Turmeric,7.0,17.6
2018-2019,Kharif,Nizamabad,Yedapally,Turmeric,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Turmeric,0.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Turmeric,3.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Turmeric,22.0,6.4
2018-2019,Kharif,Nizamabad,Rudrur,Turmeric,0.0,1.2
2018-2019,Kharif,Nizamabad,Varni,Turmeric,1.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Others,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Others,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Others,120.0,28.8
2018-2019,Kharif,Nizamabad,Mugpal,Others,26.4,32.8
2018-2019,Kharif,Nizamabad,Dichpally,Others,312.6,281.2
2018-2019,Kharif,Nizamabad,Indalwai,Others,40.8,86.8
2018-2019,Kharif,Nizamabad,Jakranpally,Others,134.2,94.0
2018-2019,Kharif,Nizamabad,Dharpally,Others,88.0,149.2
2018-2019,Kharif,Nizamabad,Sirikonda,Others,46.8,52.4
2018-2019,Kharif,Nizamabad,Armoor,Others,313.0,430.0
2018-2019,Kharif,Nizamabad,Makloor,Others,146.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Others,96.0,44.8
2018-2019,Kharif,Nizamabad,Bheemgal,Others,186.0,234.8
2018-2019,Kharif,Nizamabad,Morthad,Others,115.0,115.6
2018-2019,Kharif,Nizamabad,Yergatla,Others,74.0,47.2
2018-2019,Kharif,Nizamabad,Kammarpally,Others,101.0,132.8
2018-2019,Kharif,Nizamabad,Balkonda,Others,39.8,39.2
2018-2019,Kharif,Nizamabad,Mupkal,Others,16.2,19.6
2018-2019,Kharif,Nizamabad,Mendora,Others,22.2,43.2
2018-2019,Kharif,Nizamabad,Vailpoor,Others,108.8,113.6
2018-2019,Kharif,Nizamabad,Bodhan,Others,314.0,181.6
2018-2019,Kharif,Nizamabad,Yedapally,Others,39.8,63.2
2018-2019,Kharif,Nizamabad,Renjal,Others,43.0,64.8
2018-2019,Kharif,Nizamabad,Navipet,Others,83.4,83.2
2018-2019,Kharif,Nizamabad,Kotagiri,Others,175.4,180.0
2018-2019,Kharif,Nizamabad,Rudrur,Others,26.2,67.6
2018-2019,Kharif,Nizamabad,Varni,Others,49.0,84.4
2017-2018,Rabi,Siddipet,Dubbak,Paddy,2468.0,3250.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Paddy,2571.0,3010.0
2017-2018,Rabi,Siddipet,Chinnakodur,Paddy,2853.0,3157.0
2017-2018,Rabi,Siddipet,Bejjanki,Paddy,1450.0,1202.0
2017-2018,Rabi,Siddipet,Koheda,Paddy,2302.0,3050.0
2017-2018,Rabi,Siddipet,Husnabad,Paddy,1125.0,1653.0
2017-2018,Rabi,Siddipet,Akkannapet,Paddy,1567.0,2275.0
2017-2018,Rabi,Siddipet,Nanganoor,Paddy,2108.0,1850.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Paddy,248.0,335.0
2017-2018,Rabi,Siddipet,Thoguta,Paddy,1628.0,2155.0
2017-2018,Rabi,Siddipet,Mirdoddi,Paddy,2329.0,1985.0
2017-2018,Rabi,Siddipet,Doulthabad,Paddy,1314.0,906.0
2017-2018,Rabi,Siddipet,Raypole,Paddy,613.0,1157.0
2017-2018,Rabi,Siddipet,Wargal,Paddy,628.0,885.0
2017-2018,Rabi,Siddipet,Mulugu,Paddy,588.0,464.0
2017-2018,Rabi,Siddipet,Markook,Paddy,402.0,352.0
2017-2018,Rabi,Siddipet,Jagdevpur,Paddy,933.0,1404.0
2017-2018,Rabi,Siddipet,Gajwel,Paddy,781.0,679.0
2017-2018,Rabi,Siddipet,Kondapak,Paddy,1965.0,1187.0
2017-2018,Rabi,Siddipet,Komaravelly,Paddy,1062.0,1095.0
2017-2018,Rabi,Siddipet,Cherial,Paddy,2681.0,3606.0
2017-2018,Rabi,Siddipet,Maddur,Paddy,1933.0,2591.0
2017-2018,Rabi,Siddipet,Dubbak,Wheat,3.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Wheat,10.0,0.0
2017-2018,Rabi,Siddipet,Chinnakodur,Wheat,2.0,0.0
2017-2018,Rabi,Siddipet,Bejjanki,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Koheda,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Husnabad,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Akkannapet,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Nanganoor,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Thoguta,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Mirdoddi,Wheat,2.0,0.0
2017-2018,Rabi,Siddipet,Doulthabad,Wheat,6.0,0.0
2017-2018,Rabi,Siddipet,Raypole,Wheat,1.0,0.0
2017-2018,Rabi,Siddipet,Wargal,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Mulugu,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Markook,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Jagdevpur,Wheat,3.0,4.0
2017-2018,Rabi,Siddipet,Gajwel,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Kondapak,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Komaravelly,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Cherial,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Maddur,Wheat,0.0,0.0
2017-2018,Rabi,Siddipet,Dubbak,Maize,849.0,315.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Maize,658.0,375.0
2017-2018,Rabi,Siddipet,Chinnakodur,Maize,548.0,755.0
2017-2018,Rabi,Siddipet,Bejjanki,Maize,653.0,231.0
2017-2018,Rabi,Siddipet,Koheda,Maize,950.0,480.0
2017-2018,Rabi,Siddipet,Husnabad,Maize,1027.0,1050.0
2017-2018,Rabi,Siddipet,Akkannapet,Maize,1620.0,1224.0
2017-2018,Rabi,Siddipet,Nanganoor,Maize,1506.0,855.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Maize,30.0,95.0
2017-2018,Rabi,Siddipet,Thoguta,Maize,438.0,790.0
2017-2018,Rabi,Siddipet,Mirdoddi,Maize,508.0,395.0
2017-2018,Rabi,Siddipet,Doulthabad,Maize,498.0,405.0
2017-2018,Rabi,Siddipet,Raypole,Maize,280.0,579.0
2017-2018,Rabi,Siddipet,Wargal,Maize,205.0,305.0
2017-2018,Rabi,Siddipet,Mulugu,Maize,191.0,196.0
2017-2018,Rabi,Siddipet,Markook,Maize,84.0,82.0
2017-2018,Rabi,Siddipet,Jagdevpur,Maize,277.0,435.0
2017-2018,Rabi,Siddipet,Gajwel,Maize,489.0,584.0
2017-2018,Rabi,Siddipet,Kondapak,Maize,462.0,208.0
2017-2018,Rabi,Siddipet,Komaravelly,Maize,157.0,127.0
2017-2018,Rabi,Siddipet,Cherial,Maize,430.0,60.0
2017-2018,Rabi,Siddipet,Maddur,Maize,655.0,306.0
2017-2018,Rabi,Siddipet,Dubbak,Horse Gram,8.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Horse Gram,31.0,48.0
2017-2018,Rabi,Siddipet,Chinnakodur,Horse Gram,4.0,0.0
2017-2018,Rabi,Siddipet,Bejjanki,Horse Gram,0.0,5.0
2017-2018,Rabi,Siddipet,Koheda,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Husnabad,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Akkannapet,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Nanganoor,Horse Gram,27.0,7.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Horse Gram,2.0,6.0
2017-2018,Rabi,Siddipet,Thoguta,Horse Gram,37.0,9.0
2017-2018,Rabi,Siddipet,Mirdoddi,Horse Gram,15.0,8.0
2017-2018,Rabi,Siddipet,Doulthabad,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Raypole,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Wargal,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Mulugu,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Markook,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Jagdevpur,Horse Gram,7.0,3.0
2017-2018,Rabi,Siddipet,Gajwel,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Kondapak,Horse Gram,11.0,0.0
2017-2018,Rabi,Siddipet,Komaravelly,Horse Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Cherial,Horse Gram,2.0,0.0
2017-2018,Rabi,Siddipet,Maddur,Horse Gram,17.0,0.0
2017-2018,Rabi,Siddipet,Dubbak,Green Gram,1.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Chinnakodur,Green Gram,6.0,0.0
2017-2018,Rabi,Siddipet,Bejjanki,Green Gram,31.0,5.0
2017-2018,Rabi,Siddipet,Koheda,Green Gram,120.0,36.0
2017-2018,Rabi,Siddipet,Husnabad,Green Gram,16.0,11.0
2017-2018,Rabi,Siddipet,Akkannapet,Green Gram,22.0,7.0
2017-2018,Rabi,Siddipet,Nanganoor,Green Gram,13.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Thoguta,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Mirdoddi,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Doulthabad,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Raypole,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Wargal,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Mulugu,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Markook,Green Gram,2.0,0.0
2017-2018,Rabi,Siddipet,Jagdevpur,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Gajwel,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Kondapak,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Komaravelly,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Cherial,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Maddur,Green Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Dubbak,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Chinnakodur,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Bejjanki,Black Gram,6.0,0.0
2017-2018,Rabi,Siddipet,Koheda,Black Gram,16.0,2.0
2017-2018,Rabi,Siddipet,Husnabad,Black Gram,10.0,0.0
2017-2018,Rabi,Siddipet,Akkannapet,Black Gram,17.0,8.0
2017-2018,Rabi,Siddipet,Nanganoor,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Thoguta,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Mirdoddi,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Doulthabad,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Raypole,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Wargal,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Mulugu,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Markook,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Jagdevpur,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Gajwel,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Kondapak,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Komaravelly,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Cherial,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Maddur,Black Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Dubbak,Cow Gram,60.0,55.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Cow Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Chinnakodur,Cow Gram,52.0,28.0
2017-2018,Rabi,Siddipet,Bejjanki,Cow Gram,38.0,9.0
2017-2018,Rabi,Siddipet,Koheda,Cow Gram,47.0,18.0
2017-2018,Rabi,Siddipet,Husnabad,Cow Gram,53.0,31.0
2017-2018,Rabi,Siddipet,Akkannapet,Cow Gram,83.0,11.0
2017-2018,Rabi,Siddipet,Nanganoor,Cow Gram,100.0,20.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Cow Gram,6.0,14.0
2017-2018,Rabi,Siddipet,Thoguta,Cow Gram,63.0,5.0
2017-2018,Rabi,Siddipet,Mirdoddi,Cow Gram,36.0,36.0
2017-2018,Rabi,Siddipet,Doulthabad,Cow Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Raypole,Cow Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Wargal,Cow Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Mulugu,Cow Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Markook,Cow Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Jagdevpur,Cow Gram,40.0,13.0
2017-2018,Rabi,Siddipet,Gajwel,Cow Gram,0.0,0.0
2017-2018,Rabi,Siddipet,Kondapak,Cow Gram,45.0,11.0
2017-2018,Rabi,Siddipet,Komaravelly,Cow Gram,18.0,1.0
2017-2018,Rabi,Siddipet,Cherial,Cow Gram,55.0,40.0
2017-2018,Rabi,Siddipet,Maddur,Cow Gram,169.0,50.0
2017-2018,Rabi,Siddipet,Dubbak,Bengal Gram,228.0,15.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Bengal Gram,46.0,26.0
2017-2018,Rabi,Siddipet,Chinnakodur,Bengal Gram,44.0,45.0
2017-2018,Rabi,Siddipet,Bejjanki,Bengal Gram,28.0,9.0
2017-2018,Rabi,Siddipet,Koheda,Bengal Gram,50.0,10.0
2017-2018,Rabi,Siddipet,Husnabad,Bengal Gram,39.0,19.0
2017-2018,Rabi,Siddipet,Akkannapet,Bengal Gram,58.0,5.0
2017-2018,Rabi,Siddipet,Nanganoor,Bengal Gram,45.0,5.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Bengal Gram,3.0,16.0
2017-2018,Rabi,Siddipet,Thoguta,Bengal Gram,314.0,26.0
2017-2018,Rabi,Siddipet,Mirdoddi,Bengal Gram,31.0,6.0
2017-2018,Rabi,Siddipet,Doulthabad,Bengal Gram,209.0,98.0
2017-2018,Rabi,Siddipet,Raypole,Bengal Gram,119.0,143.0
2017-2018,Rabi,Siddipet,Wargal,Bengal Gram,31.0,46.0
2017-2018,Rabi,Siddipet,Mulugu,Bengal Gram,31.0,40.0
2017-2018,Rabi,Siddipet,Markook,Bengal Gram,139.0,313.0
2017-2018,Rabi,Siddipet,Jagdevpur,Bengal Gram,487.0,1502.0
2017-2018,Rabi,Siddipet,Gajwel,Bengal Gram,635.0,1254.0
2017-2018,Rabi,Siddipet,Kondapak,Bengal Gram,81.0,68.0
2017-2018,Rabi,Siddipet,Komaravelly,Bengal Gram,27.0,1.0
2017-2018,Rabi,Siddipet,Cherial,Bengal Gram,205.0,120.0
2017-2018,Rabi,Siddipet,Maddur,Bengal Gram,10.0,5.0
2017-2018,Rabi,Siddipet,Dubbak,Sugarcane,162.0,126.0
2017-2018,Rabi,Siddipet,Siddipet Rural,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Chinnakodur,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Bejjanki,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Koheda,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Husnabad,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Akkannapet,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Nanganoor,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Siddipet Urban,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Thoguta,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Mirdoddi,Sugarcane,8.0,0.0
2017-2018,Rabi,Siddipet,Doulthabad,Sugarcane,0.0,0.0
2017-2018,Rabi,Siddipet,Raypole,Sugarcane,0.0,0.0
